"tconst","titleType","primaryTitle","originalTitle","isAdult","startYear","runtimeMinutes","genre","averageRating","Director","Star1","Star2"
"tt0145487","movie","Spider-Man","Spider-Man",0,2002,121,"Action","7.4","Sam Raimi","Tobey Maguire","Tobey Maguire"
"tt0145503","movie","Sunshine","Sunshine",0,1999,181,"Drama","7.5","István Szabó","Ralph Fiennes","Ralph Fiennes"
"tt0145531","movie","Stigmata","Stigmata",0,1999,103,"Horror","6.2","Rupert Wainwright","Patricia Arquette","Gabriel Byrne"
"tt0145547","movie","Two Hands","Two Hands",0,1999,103,"Comedy","7.1","Gregor Jordan","Heath Ledger","Bryan Brown"
"tt0145653","movie","Angela's Ashes","Angela's Ashes",0,1999,145,"Biography","7.3","Alan Parker","Emily Watson","Robert Carlyle"
"tt0145660","movie","Austin Powers: The Spy Who Shagged Me","Austin Powers: The Spy Who Shagged Me",0,1999,95,"Action","6.7","Jay Roach","Mike Myers","Mike Myers"
"tt0145681","movie","The Bone Collector","The Bone Collector",0,1999,118,"Crime","6.7","Phillip Noyce","Denzel Washington","Angelina Jolie"
"tt0145893","movie","Simply Irresistible","Simply Irresistible",0,1999,96,"Comedy","5.2","Mark Tarlov","Sarah Michelle Gellar","Sean Patrick Flanery"
"tt0145937","movie","Naqoyqatsi","Naqoyqatsi",0,2002,89,"Documentary","6.4","Godfrey Reggio","Belladonna","Marlon Brando"
"tt0146309","movie","Thirteen Days","Thirteen Days",0,2000,145,"Drama","7.3","Roger Donaldson","Kevin Costner","Bruce Greenwood"
"tt0146316","movie","Lara Croft: Tomb Raider","Lara Croft: Tomb Raider",0,2001,100,"Action","5.8","Simon West","Angelina Jolie","Jon Voight"
"tt0159097","movie","The Virgin Suicides","The Virgin Suicides",0,1999,97,"Drama","7.2","Sofia Coppola","Kirsten Dunst","Josh Hartnett"
"tt0159273","movie","Behind Enemy Lines","Behind Enemy Lines",0,2001,106,"Action","6.4","John Moore","Gene Hackman","Owen Wilson"
"tt0159365","movie","Cold Mountain","Cold Mountain",0,2003,154,"Adventure","7.2","Anthony Minghella","Jude Law","Nicole Kidman"
"tt0159485","movie","The Tough Ones","Häjyt",0,1999,105,"Action","7.1","Aleksi Mäkelä","Samuli Edelmann","Juha Veijonen"
"tt0159784","movie","Takedown","Takedown",0,2000,96,"Biography","6.2","Joe Chappelle","Skeet Ulrich","Russell Wong"
"tt0160009","movie","The Art of War","The Art of War",0,2000,117,"Action","5.7","Christian Duguay","Wesley Snipes","Donald Sutherland"
"tt0160127","movie","Charlie's Angels","Charlie's Angels",0,2000,98,"Action","5.6","McG","Cameron Diaz","Drew Barrymore"
"tt0160184","movie","Eye See You","D-Tox",0,2002,96,"Crime","5.3","Jim Gillespie","Sylvester Stallone","Charles S. Dutton"
"tt0160236","movie","Dudley Do-Right","Dudley Do-Right",0,1999,77,"Comedy","3.9","Hugh Wilson","Brendan Fraser","Sarah Jessica Parker"
"tt0160399","movie","Impostor","Impostor",0,2001,95,"Drama","6.1","Gary Fleder","Shane Brolly","Vincent D'Onofrio"
"tt0160401","movie","In Too Deep","In Too Deep",0,1999,95,"Crime","6.2","Michael Rymer","Lloyd Adams","Philip Akin"
"tt0160484","movie","Lost Souls","Lost Souls",0,2000,97,"Drama","4.8","Janusz Kaminski","Winona Ryder","Ben Chaplin"
"tt0160611","movie","Ordinary Decent Criminal","Ordinary Decent Criminal",0,2000,93,"Comedy","6.3","Thaddeus O'Sullivan","Kevin Spacey","Linda Fiorentino"
"tt0160797","movie","Rules of Engagement","Rules of Engagement",0,2000,128,"Drama","6.4","William Friedkin","Tommy Lee Jones","Samuel L. Jackson"
"tt0160862","movie","She's All That","She's All That",0,1999,95,"Comedy","5.9","Robert Iscove","Freddie Prinze Jr.","Rachael Leigh Cook"
"tt0160916","movie","The Story of Us","The Story of Us",0,1999,95,"Comedy","6","Rob Reiner","Bruce Willis","Michelle Pfeiffer"
"tt0161081","movie","What Lies Beneath","What Lies Beneath",0,2000,130,"Drama","6.6","Robert Zemeckis","Harrison Ford","Michelle Pfeiffer"
"tt0161083","movie","What's the Worst That Could Happen?","What's the Worst That Could Happen?",0,2001,94,"Comedy","5.4","Sam Weisman","Martin Lawrence","Danny DeVito"
"tt0161100","movie","The Wood","The Wood",0,1999,106,"Comedy","7","Rick Famuyiwa","Elayn J. Taylor","Omar Epps"
"tt0161292","movie","Bleeder","Bleeder",0,1999,98,"Crime","6.8","Nicolas Winding Refn","Kim Bodnia","Mads Mikkelsen"
"tt0161860","movie","Nowhere in Africa","Nirgendwo in Afrika",0,2001,141,"Biography","7.5","Caroline Link","Juliane Köhler","Merab Ninidze"
"tt0162222","movie","Cast Away","Cast Away",0,2000,143,"Adventure","7.8","Robert Zemeckis","Tom Hanks","Helen Hunt"
"tt9764362","movie","The Menu","The Menu",0,2022,107,"Comedy","7.2","Mark Mylod","Ralph Fiennes","Anya Taylor-Joy"
"tt9766332","movie","Atrangi Re","Atrangi Re",0,2021,138,"Comedy","6.5","Aanand L. Rai","Dhanush","Sara Ali Khan"
"tt9793334","movie","Anukoni Athidhi","Athiran",0,2019,136,"Drama","6.9","Vivek","Fahadh Faasil","Fahadh Faasil"
"tt9794630","movie","The Vanished","The Vanished",0,2020,115,"Action","5.7","Peter Facinelli","Anne Heche","Thomas Jane"
"tt9801736","movie","A White, White Day","Hvítur, hvítur dagur",0,2019,109,"Drama","6.6","Hlynur Pálmason","Ingvar Sigurdsson","Ída Mekkín Hlynsdóttir"
"tt9817070","movie","Law of Tehran","Metri shesh va nim",0,2019,131,"Action","7.8","Saeed Roustayi","Payman Maadi","Navid Mohammadzadeh"
"tt9820556","movie","Breach","Breach",0,2020,92,"Action","2.9","John Suits","Cody Kearsley","Bruce Willis"
"tt9824114","movie","Original Gangster","Original Gangster",0,2020,110,"Crime","5.1","Savvas D. Michael","Steve Guttenberg","Vas Blackwood"
"tt9827834","movie","Sylvie's Love","Sylvie's Love",0,2020,116,"Drama","6.8","Eugene Ashe","Tessa Thompson","Nnamdi Asomugha"
"tt9893250","movie","I Care a Lot","I Care a Lot",0,2020,118,"Comedy","6.4","J Blakeson","Rosamund Pike","Peter Dinklage"
"tt9894470","movie","VFW","VFW",0,2019,92,"Action","6.1","Joe Begos","Stephen Lang","William Sadler"
"tt9898858","movie","Coffee & Kareem","Coffee & Kareem",0,2020,88,"Action","5.2","Michael Dowse","Ed Helms","Taraji P. Henson"
"tt0035423","movie","Kate & Leopold","Kate & Leopold",0,2001,118,"Comedy","6.4","James Mangold","Meg Ryan","Hugh Jackman"
"tt0069049","movie","The Other Side of the Wind","The Other Side of the Wind",0,2018,122,"Drama","6.7","Orson Welles","John Huston","Oja Kodar"
"tt0111068","movie","Sangharsh","Sangharsh",0,1999,127,"Action","6.7","Tanuja Chandra","Preity G Zinta","Akshay Kumar"
"tt0120188","movie","Three Kings","Three Kings",0,1999,114,"Action","7.1","David O. Russell","George Clooney","Mark Wahlberg"
"tt0120202","movie","State and Main","State and Main",0,2000,105,"Comedy","6.7","David Mamet","Philip Seymour Hoffman","William H. Macy"
"tt0120263","movie","Songs from the Second Floor","Sånger från andra våningen",0,2000,98,"Comedy","7.5","Roy Andersson","Lars Nordh","Stefan Larsson"
"tt0120363","movie","Toy Story 2","Toy Story 2",0,1999,92,"Adventure","7.9","John Lasseter","Tom Hanks","Tim Allen"
"tt0120458","movie","Virus","Virus",0,1999,99,"Action","5","John Bruno","Jamie Lee Curtis","Donald Sutherland"
"tt0120596","movie","The Bachelor","The Bachelor",0,1999,101,"Comedy","5.1","Gary Sinyor","Chris O'Donnell","Renée Zellweger"
"tt0120601","movie","Being John Malkovich","Being John Malkovich",0,1999,113,"Comedy","7.7","Spike Jonze","John Cusack","Cameron Diaz"
"tt0120604","movie","Beowulf","Beowulf",0,1999,95,"Action","4.1","Graham Baker","Christopher Lambert","Rhona Mitra"
"tt0120613","movie","A Walk on the Moon","A Walk on the Moon",0,1999,107,"Drama","6.6","Tony Goldwyn","Diane Lane","Viggo Mortensen"
"tt0120616","movie","The Mummy","The Mummy",0,1999,124,"Action","7.1","Stephen Sommers","Brendan Fraser","Rachel Weisz"
"tt0120618","movie","Breakfast of Champions","Breakfast of Champions",0,1999,110,"Comedy","4.5","Alan Rudolph","Bruce Willis","Nick Nolte"
"tt0120620","movie","Brokedown Palace","Brokedown Palace",0,1999,100,"Drama","6.4","Jonathan Kaplan","Claire Danes","Kate Beckinsale"
"tt0120630","movie","Chicken Run","Chicken Run",0,2000,84,"Adventure","7.1","Peter Lord","Mel Gibson","Julia Sawalha"
"tt0120646","movie","The Deep End of the Ocean","The Deep End of the Ocean",0,1999,106,"Drama","6.3","Ulu Grosbard","Michelle Pfeiffer","Treat Williams"
"tt0120655","movie","Dogma","Dogma",0,1999,130,"Adventure","7.3","Kevin Smith","Ben Affleck","Matt Damon"
"tt0120657","movie","The 13th Warrior","The 13th Warrior",0,1999,102,"Action","6.6","John McTiernan","Antonio Banderas","Diane Venora"
"tt0120662","movie","Eye of the Beholder","Eye of the Beholder",0,1999,109,"Drama","5","Stephan Elliott","Ewan McGregor","Ashley Judd"
"tt0120663","movie","Eyes Wide Shut","Eyes Wide Shut",0,1999,159,"Drama","7.5","Stanley Kubrick","Tom Cruise","Nicole Kidman"
"tt0120667","movie","Fantastic Four","Fantastic Four",0,2005,106,"Action","5.7","Tim Story","Ioan Gruffudd","Michael Chiklis"
"tt0120679","movie","Frida","Frida",0,2002,123,"Biography","7.3","Julie Taymor","Salma Hayek","Alfred Molina"
"tt0120681","movie","From Hell","From Hell",0,2001,122,"Horror","6.7","Albert Hughes","Johnny Depp","Heather Graham"
"tt0120683","movie","Gloria","Gloria",0,1999,108,"Crime","5.1","Sidney Lumet","Sharon Stone","Jean-Luke Figueroa"
"tt0120689","movie","The Green Mile","The Green Mile",0,1999,189,"Crime","8.6","Frank Darabont","Tom Hanks","Michael Clarke Duncan"
"tt0120710","movie","In Dreams","In Dreams",0,1999,100,"Drama","5.5","Neil Jordan","Annette Bening","Robert Downey Jr."
"tt0120716","movie","Jakob the Liar","Jakob the Liar",0,1999,120,"Drama","6.5","Peter Kassovitz","Robin Williams","Hannah Taylor Gordon"
"tt0120737","movie","The Lord of the Rings: The Fellowship of the Ring","The Lord of the Rings: The Fellowship of the Ring",0,2001,178,"Action","8.9","Peter Jackson","Elijah Wood","Ian McKellen"
"tt0120753","movie","The Million Dollar Hotel","The Million Dollar Hotel",0,2000,122,"Drama","5.7","Wim Wenders","Jeremy Davies","Milla Jovovich"
"tt0120755","movie","Mission: Impossible II","Mission: Impossible II",0,2000,123,"Action","6.1","John Woo","Tom Cruise","Dougray Scott"
"tt0120757","movie","The Mod Squad","The Mod Squad",0,1999,92,"Action","4.3","Scott Silver","Claire Danes","Omar Epps"
"tt0120764","movie","My Favorite Martian","My Favorite Martian",0,1999,94,"Comedy","5.1","Donald Petrie","Christopher Lloyd","Jeff Daniels"
"tt0120784","movie","Payback","Payback",0,1999,100,"Action","7.1","Brian Helgeland","Mel Gibson","Gregg Henry"
"tt0120797","movie","Pushing Tin","Pushing Tin",0,1999,124,"Comedy","6","Mike Newell","John Cusack","Billy Bob Thornton"
"tt0120804","movie","Resident Evil","Resident Evil",0,2002,100,"Action","6.6","Paul W.S. Anderson","Milla Jovovich","Michelle Rodriguez"
"tt0120824","movie","The Shipping News","The Shipping News",0,2001,111,"Drama","6.7","Lasse Hallström","Kevin Spacey","Julianne Moore"
"tt0120834","movie","Snow Falling on Cedars","Snow Falling on Cedars",0,1999,127,"Drama","6.7","Scott Hicks","Ethan Hawke","Max von Sydow"
"tt0120836","movie","Lost & Found","Lost & Found",0,1999,100,"Comedy","5.1","Jeff Pollack","David Spade","Sophie Marceau"
"tt0120855","movie","Tarzan","Tarzan",0,1999,88,"Adventure","7.3","Chris Buck","Tony Goldwyn","Minnie Driver"
"tt0120857","movie","Tea with Mussolini","Un tè con Mussolini",0,1999,117,"Comedy","6.9","Franco Zeffirelli","Maggie Smith","Judi Dench"
"tt0120866","movie","Titus","Titus",0,1999,162,"Drama","7.1","Julie Taymor","Anthony Hopkins","Jessica Lange"
"tt0120891","movie","Wild Wild West","Wild Wild West",0,1999,106,"Action","4.9","Barry Sonnenfeld","Will Smith","Kevin Kline"
"tt0120903","movie","X-Men","X-Men",0,2000,104,"Action","7.3","Bryan Singer","Patrick Stewart","Hugh Jackman"
"tt0120907","movie","eXistenZ","eXistenZ",0,1999,97,"Horror","6.8","David Cronenberg","Jude Law","Jennifer Jason Leigh"
"tt0120910","movie","Fantasia 2000","Fantasia 2000",0,1999,75,"Animation","7.1","James Algar","James Levine","Steve Martin"
"tt0120912","movie","Men in Black II","Men in Black II",0,2002,88,"Action","6.2","Barry Sonnenfeld","Tommy Lee Jones","Will Smith"
"tt0120913","movie","Titan A.E.","Titan A.E.",0,2000,94,"Action","6.6","Don Bluth","Matt Damon","Drew Barrymore"
"tt0120915","movie","Star Wars: Episode I - The Phantom Menace","Star Wars: Episode I - The Phantom Menace",0,1999,136,"Action","6.5","George Lucas","Ewan McGregor","Liam Neeson"
"tt0120917","movie","The Emperor's New Groove","The Emperor's New Groove",0,2000,78,"Adventure","7.4","Mark Dindal","David Spade","John Goodman"
"tt0121164","movie","Corpse Bride","Corpse Bride",0,2005,77,"Animation","7.4","Tim Burton","Johnny Depp","Helena Bonham Carter"
"tt0121765","movie","Star Wars: Episode II - Attack of the Clones","Star Wars: Episode II - Attack of the Clones",0,2002,142,"Action","6.6","George Lucas","Hayden Christensen","Natalie Portman"
"tt0121766","movie","Star Wars: Episode III - Revenge of the Sith","Star Wars: Episode III - Revenge of the Sith",0,2005,140,"Action","7.6","George Lucas","Hayden Christensen","Natalie Portman"
"tt0122459","movie","Return to Me","Return to Me",0,2000,115,"Comedy","6.9","Bonnie Hunt","David Duchovny","Minnie Driver"
"tt0122541","movie","An Ideal Husband","An Ideal Husband",0,1999,97,"Comedy","6.8","Oliver Parker","Rupert Everett","Julianne Moore"
"tt0122933","movie","Analyze This","Analyze This",0,1999,103,"Comedy","6.7","Harold Ramis","Robert De Niro","Billy Crystal"
"tt0123209","movie","The Other Sister","The Other Sister",0,1999,129,"Comedy","6.4","Garry Marshall","Juliette Lewis","Diane Keaton"
"tt0135790","movie","Bang Boom Bang - Ein todsicheres Ding","Bang Boom Bang - Ein todsicheres Ding",0,1999,110,"Action","7.5","Peter Thorwarth","Oliver Korittke","Markus Knüfken"
"tt0137338","movie","200 Cigarettes","200 Cigarettes",0,1999,101,"Comedy","6","Risa Bramon Garcia","Ben Affleck","Casey Affleck"
"tt0137363","movie","Arlington Road","Arlington Road",0,1999,117,"Action","7.2","Mark Pellington","Jeff Bridges","Tim Robbins"
"tt0137494","movie","Entrapment","Entrapment",0,1999,113,"Action","6.3","Jon Amiel","Sean Connery","Catherine Zeta-Jones"
"tt0137523","movie","Fight Club","Fight Club",0,1999,139,"Drama","8.8","David Fincher","Brad Pitt","Edward Norton"
"tt0138304","movie","The Astronaut's Wife","The Astronaut's Wife",0,1999,109,"Drama","5.4","Rand Ravich","Charlize Theron","Johnny Depp"
"tt0138510","movie","Idle Hands","Idle Hands",0,1999,92,"Comedy","6.2","Rodman Flender","Devon Sawa","Seth Green"
"tt0138524","movie","Intolerable Cruelty","Intolerable Cruelty",0,2003,100,"Comedy","6.3","Joel Coen","George Clooney","Catherine Zeta-Jones"
"tt0138749","movie","The Road to El Dorado","The Road to El Dorado",0,2000,89,"Adventure","6.9","Bibo Bergeron","Kevin Kline","Kenneth Branagh"
"tt0138946","movie","The Yards","The Yards",0,2000,115,"Crime","6.4","James Gray","Mark Wahlberg","Joaquin Phoenix"
"tt0139134","movie","Cruel Intentions","Cruel Intentions",0,1999,97,"Drama","6.8","Roger Kumble","Sarah Michelle Gellar","Ryan Phillippe"
"tt0139151","movie","Inferno","Desert Heat",0,1999,95,"Action","5.2","John G. Avildsen","Jean-Claude Van Damme","Pat Morita"
"tt0139239","movie","Go","Go",0,1999,102,"Comedy","7.2","Doug Liman","Sarah Polley","Jay Mohr"
"tt0139414","movie","Lake Placid","Lake Placid",0,1999,82,"Action","5.8","Steve Miner","Bridget Fonda","Bill Pullman"
"tt0139462","movie","Message in a Bottle","Message in a Bottle",0,1999,126,"Drama","6.2","Luis Mandoki","Kevin Costner","Robin Wright"
"tt0139654","movie","Training Day","Training Day",0,2001,122,"Crime","7.7","Antoine Fuqua","Denzel Washington","Ethan Hawke"
"tt0139668","movie","True Crime","True Crime",0,1999,127,"Crime","6.6","Clint Eastwood","Clint Eastwood","Isaiah Washington"
"tt0139699","movie","Varsity Blues","Varsity Blues",0,1999,106,"Comedy","6.5","Brian Robbins","James Van Der Beek","Jon Voight"
"tt0139809","movie","The Thirteenth Floor","The Thirteenth Floor",0,1999,100,"Mystery","7","Josef Rusnak","Craig Bierko","Craig Bierko"
"tt0140352","movie","The Insider","The Insider",0,1999,157,"Biography","7.8","Michael Mann","Russell Crowe","Al Pacino"
"tt0140379","movie","A Midsummer Night's Dream","A Midsummer Night's Dream",0,1999,116,"Comedy","6.4","Michael Hoffman","Kevin Kline","Michelle Pfeiffer"
"tt0140397","movie","Mumford","Mumford",0,1999,112,"Comedy","6.8","Lawrence Kasdan","Loren Dean","Hope Davis"
"tt0155267","movie","The Thomas Crown Affair","The Thomas Crown Affair",0,1999,113,"Crime","6.8","John McTiernan","Pierce Brosnan","Rene Russo"
"tt0155388","movie","The Winslow Boy","The Winslow Boy",0,1999,104,"Drama","7.3","David Mamet","Rebecca Pidgeon","Jeremy Northam"
"tt0155711","movie","Flawless","Flawless",0,1999,112,"Crime","6.4","Joel Schumacher","Robert De Niro","Philip Seymour Hoffman"
"tt0155722","movie","Gloomy Sunday","Gloomy Sunday - Ein Lied von Liebe und Tod",0,1999,112,"Drama","7.8","Rolf Schübel","Joachim Król","Erika Marozsán"
"tt0155776","movie","Jawbreaker","Jawbreaker",0,1999,86,"Comedy","5.7","Darren Stein","Rose McGowan","Rebecca Gayheart"
"tt0156323","movie","Screwed","Screwed",0,2000,81,"Comedy","5.6","Scott Alexander","Norm MacDonald","Dave Chappelle"
"tt0156812","movie","My Dog Skip","My Dog Skip",0,2000,95,"Comedy","7","Jay Russell","Frankie Muniz","Kevin Bacon"
"tt0156841","movie","The Next Best Thing","The Next Best Thing",0,2000,108,"Comedy","4.7","John Schlesinger","Madonna","Rupert Everett"
"tt0156934","movie","Random Hearts","Random Hearts",0,1999,133,"Drama","5.3","Sydney Pollack","Harrison Ford","Kristin Scott Thomas"
"tt0157262","movie","2001: A Space Travesty","2001: A Space Travesty",0,2000,99,"Comedy","3.5","Allan A. Goldstein","Leslie Nielsen","Ophélie Winter"
"tt0157472","movie","Clockstoppers","Clockstoppers",0,2002,94,"Action","5.2","Jonathan Frakes","Jesse Bradford","French Stewart"
"tt0157503","movie","Drop Dead Gorgeous","Drop Dead Gorgeous",0,1999,97,"Comedy","6.7","Michael Patrick Jann","Kirsten Dunst","Denise Richards"
"tt0157583","movie","Enigma","Enigma",0,2001,119,"Drama","6.4","Michael Apted","Dougray Scott","Kate Winslet"
"tt0158371","movie","Sweet and Lowdown","Sweet and Lowdown",0,1999,95,"Comedy","7.2","Woody Allen","Sean Penn","Samantha Morton"
"tt0158622","movie","The Flintstones in Viva Rock Vegas","The Flintstones in Viva Rock Vegas",0,2000,90,"Comedy","3.7","Brian Levant","Mark Addy","Stephen Baldwin"
"tt0158811","movie","Muppets from Space","Muppets from Space",0,1999,87,"Adventure","6.2","Tim Hill","Dave Goelz","Dave Goelz"
"tt0158983","movie","South Park: Bigger, Longer & Uncut","South Park: Bigger, Longer & Uncut",0,1999,81,"Animation","7.7","Trey Parker","Trey Parker","Trey Parker"
"tt0170016","movie","How the Grinch Stole Christmas","How the Grinch Stole Christmas",0,2000,104,"Comedy","6.3","Ron Howard","Jim Carrey","Taylor Momsen"
"tt0170691","movie","Tigerland","Tigerland",0,2000,101,"Drama","6.9","Joel Schumacher","Colin Farrell","Matthew Davis"
"tt0162346","movie","Ghost World","Ghost World",0,2001,111,"Comedy","7.3","Terry Zwigoff","Steve Buscemi","Thora Birch"
"tt0162360","movie","Happy, Texas","Happy, Texas",0,1999,98,"Comedy","6.3","Mark Illsley","Jeremy Northam","Steve Zahn"
"tt0162650","movie","Shaft","Shaft",0,2000,99,"Action","6","John Singleton","Samuel L. Jackson","Vanessa Williams"
"tt0162661","movie","Sleepy Hollow","Sleepy Hollow",0,1999,105,"Fantasy","7.3","Tim Burton","Johnny Depp","Christina Ricci"
"tt0162677","movie","Summer of Sam","Summer of Sam",0,1999,142,"Crime","6.7","Spike Lee","John Leguizamo","Adrien Brody"
"tt0162710","movie","Trick","Trick",0,1999,89,"Comedy","7.2","Jim Fall","Christian Campbell","John Paul Pitoc"
"tt0162830","movie","Twin Falls Idaho","Twin Falls Idaho",0,1999,111,"Drama","7.1","Michael Polish","Michael Polish","Mark Polish"
"tt0162983","movie","Hanging Up","Hanging Up",0,2000,94,"Comedy","4.8","Diane Keaton","Diane Keaton","Meg Ryan"
"tt0163025","movie","Jurassic Park III","Jurassic Park III",0,2001,92,"Action","5.9","Joe Johnston","Sam Neill","William H. Macy"
"tt0163187","movie","Runaway Bride","Runaway Bride",0,1999,116,"Comedy","5.6","Garry Marshall","Julia Roberts","Richard Gere"
