"tconst","titleType","primaryTitle","originalTitle","isAdult","startYear","runtimeMinutes","genre","averageRating","Director","Star1","Star2"
"tt10838180","movie","The Matrix Resurrections","The Matrix Resurrections",0,2021,148,"Action","5.7","Lana Wachowski","Keanu Reeves","Keanu Reeves"
"tt10869778","movie","Maidaan","Maidaan",0,2024,181,"Biography","8.1","Amit Ravindernath Sharma","Ajay Devgn","Priyamani"
"tt10872600","movie","Spider-Man: No Way Home","Spider-Man: No Way Home",0,2021,148,"Action","8.2","Jon Watts","Tom Holland","Tom Holland"
"tt10944760","movie","Titane","Titane",0,2021,108,"Drama","6.5","Julia Ducournau","Vincent Lindon","Agathe Rousselle"
"tt10948718","movie","The Heist of the Century","El robo del siglo",0,2020,114,"Action","7.1","Ariel Winograd","Guillermo Francella","Diego Peretti"
"tt10986222","movie","C'mon C'mon","C'mon C'mon",0,2021,109,"Drama","7.4","Mike Mills","Joaquin Phoenix","Gaby Hoffmann"
"tt11024272","movie","The Babysitter: Killer Queen","The Babysitter: Killer Queen",0,2020,101,"Comedy","5.8","McG","Judah Lewis","Samara Weaving"
"tt11027830","movie","Haseen Dillruba","Haseen Dillruba",0,2021,135,"Crime","6.9","Vinil Mathew","Taapsee Pannu","Vikrant Massey"
"tt11057302","movie","Madame Web","Madame Web",0,2024,116,"Action","3.9","S.J. Clarkson","Dakota Johnson","Sydney Sweeney"
"tt11057644","movie","The Christmas Chronicles: Part Two","The Christmas Chronicles: Part Two",0,2020,112,"Adventure","6","Chris Columbus","Kurt Russell","Goldie Hawn"
"tt11097384","movie","Spaceman","Spaceman",0,2024,107,"Adventure","5.7","Johan Renck","Adam Sandler","Carey Mulligan"
"tt11100856","movie","Love, Guaranteed","Love, Guaranteed",0,2020,90,"Comedy","5.6","Mark Steven Johnson","Rachael Leigh Cook","Damon Wayans Jr."
"tt11127680","movie","Boiling Point","Boiling Point",0,2021,92,"Drama","7.5","Philip Barantini","Stephen Graham","Vinette Robinson"
"tt11127690","movie","The Paramedic","El practicante",0,2020,94,"Crime","5.7","Carles Torras","Mario Casas","Déborah François"
"tt11128440","movie","Clerks III","Clerks III",0,2022,100,"Comedy","6.2","Kevin Smith","Brian O'Halloran","Jeff Anderson"
"tt11198810","movie","She Said","She Said",0,2022,129,"Drama","7.3","Maria Schrader","Zoe Kazan","Carey Mulligan"
"tt11199410","movie","The Princess Switch: Switched Again","The Princess Switch: Switched Again",0,2020,96,"Comedy","5.4","Mike Rohl","John Jack","Vanessa Hudgens"
"tt11204094","movie","The Duke","The Duke",0,2020,95,"Biography","6.9","Roger Michell","Jim Broadbent","Heather Craney"
"tt11260832","movie","Bellbottom","Bellbottom",0,2021,123,"Action","6.1","Ranjit Tewari","Akshay Kumar","Huma Qureshi"
"tt11291274","movie","The Unbearable Weight of Massive Talent","The Unbearable Weight of Massive Talent",0,2022,107,"Action","7","Tom Gormican","Nicolas Cage","Nicolas Cage"
"tt11301946","movie","Beast","Beast",0,2022,155,"Action","5.2","Nelson Dilipkumar","Joseph Vijay","Pooja Hegde"
"tt11327514","movie","Uncle Frank","Uncle Frank",0,2020,95,"Comedy","7.3","Alan Ball","Paul Bettany","Sophia Lillis"
"tt11374902","movie","Doctor","Doctor",0,2021,148,"Action","7.4","Nelson Dilipkumar","Sivakarthikeyan","Vinay Rai"
"tt11375428","movie","Hridayam","Hridayam",0,2022,172,"Drama","8.1","Vineeth Sreenivasan","Pranav Mohanlal","Kalyani Priyadarshan"
"tt11382384","movie","The Dissident","The Dissident",0,2020,119,"Crime","7.8","Bryan Fogel","Jamal Khashoggi","Omar Abdulaziz"
"tt11422728","movie","Summer of Soul (...Or, When the Revolution Could Not Be Televised)","Summer of Soul (...Or, When the Revolution Could Not Be Televised)",0,2021,118,"Documentary","8","Questlove","Dorinda Drake","Barbara Bland-Acosta"
"tt11456054","movie","Run Hide Fight","Run Hide Fight",0,2020,109,"Action","6.3","Kyle Rankin","Isabel May","Radha Mitchell"
"tt11460992","movie","Runway 34","Runway 34",0,2022,145,"Drama","7","Ajay Devgn","Ajay Devgn","Amitabh Bachchan"
"tt11497716","movie","The Legend","The Legend",0,2022,161,"Action","4.9","Jerry","Mayilsamy","Nassar"
"tt11540284","movie","8-Bit Christmas","8-Bit Christmas",0,2021,97,"Comedy","6.7","Michael Dowse","Winslow Fegley","Neil Patrick Harris"
"tt11540726","movie","Resurrection","Resurrection",0,2022,103,"Crime","5.9","Andrew Semans","Rebecca Hall","Tim Roth"
"tt11541872","movie","Big Bug","BigBug",0,2022,111,"Comedy","5.5","Jean-Pierre Jeunet","Isabelle Nanty","Elsa Zylberstein"
"tt11580854","movie","Sarpatta Parambarai","Sarpatta Parambarai",0,2021,173,"Action","8.5","Pa. Ranjith","Arya","Pasupathy"
"tt11651796","movie","AK vs AK","AK vs AK",0,2020,108,"Action","6.9","Vikramaditya Motwane","Anil Kapoor","Anurag Kashyap"
"tt11655202","movie","Riders of Justice","Retfærdighedens ryttere",0,2020,116,"Action","7.5","Anders Thomas Jensen","Mads Mikkelsen","Nikolaj Lie Kaas"
"tt11656172","movie","Hard Kill","Hard Kill",0,2020,98,"Action","3.1","Matt Eskandari","Jesse Metcalfe","Bruce Willis"
"tt11656220","movie","Midnight in the Switchgrass","Midnight in the Switchgrass",0,2021,99,"Crime","4.5","Randall Emmett","Emile Hirsch","Megan Fox"
"tt11657662","movie","The Witcher: Nightmare of the Wolf","The Witcher: Nightmare of the Wolf",0,2021,83,"Action","7.2","Kwang Il Han","Theo James","Mary McDonnell"
"tt11750282","movie","Don't Listen","Voces",0,2020,97,"Adventure","6.1","Ángel Gómez Hernández","Rodolfo Sancho","Ana Fernández"
"tt0805647","movie","The Witches","The Witches",0,2020,106,"Adventure","5.4","Robert Zemeckis","Anne Hathaway","Octavia Spencer"
"tt0837563","movie","Pet Sematary","Pet Sematary",0,2019,100,"Horror","5.7","Kevin Kölsch","Jason Clarke","Amy Seimetz"
"tt10016180","movie","The Little Things","The Little Things",0,2021,128,"Crime","6.3","John Lee Hancock","Denzel Washington","Rami Malek"
"tt10023022","movie","Clean","Clean",0,2021,94,"Action","5.6","Paul Solet","Adrien Brody","Glenn Fleshler"
"tt10023024","movie","Love Aaj Kal","Love Aaj Kal",0,2020,142,"Drama","4.7","Imtiaz Ali","Kartik Aaryan","Sara Ali Khan"
"tt10023286","movie","The Humans","The Humans",0,2021,108,"Drama","6.1","Stephen Karam","Richard Jenkins","Jayne Houdyshell"
"tt10059518","movie","Unhinged","Unhinged",0,2020,90,"Action","6","Derrick Borte","Russell Crowe","Caren Pistorius"
"tt10060094","movie","The Knight Before Christmas","The Knight Before Christmas",0,2019,92,"Adventure","5.6","Monika Mitchell","Vanessa Hudgens","Josh Whitehouse"
"tt10062556","movie","Bhuj: The Pride of India","Bhuj: The Pride of India",0,2021,113,"Action","4.2","Abhishek Dudhaiya","Ajay Devgn","Sanjay Dutt"
"tt10127684","movie","Rogue City","Bronx",0,2020,116,"Action","6.1","Olivier Marchal","Lannick Gautry","Lannick Gautry"
"tt10131024","movie","Shut In","Shut In",0,2022,89,"Thriller","5.8","D.J. Caruso","Rainey Qualley","Jake Horowitz"
"tt10168670","movie","Bones and All","Bones and All",0,2022,131,"Drama","6.8","Luca Guadagnino","Timothée Chalamet","Taylor Russell"
"tt10172266","movie","Red, White & Royal Blue","Red, White & Royal Blue",0,2023,118,"Comedy","7","Matthew López","Taylor Zakhar Perez","Nicholas Galitzine"
"tt10214826","movie","Agent Sai Srinivasa Athreya","Agent Sai Srinivasa Athreya",0,2019,148,"Comedy","8.3","Swaroop Rsj","Naveen Polishetty","Shruti Sharma"
"tt10223460","movie","Marry Me","Marry Me",0,2022,112,"Comedy","6.1","Kat Coiro","Jennifer Lopez","Owen Wilson"
"tt10228134","movie","Jolt","Jolt",0,2021,91,"Action","5.6","Tanya Wexler","Kate Beckinsale","Jai Courtney"
"tt10229558","movie","The Dark and the Wicked","The Dark and the Wicked",0,2020,95,"Horror","6.1","Bryan Bertino","Marin Ireland","Michael Abbott Jr."
"tt10230426","movie","Mrs. Serial Killer","Mrs. Serial Killer",0,2020,106,"Crime","4","Shirish Kunder","Jacqueline Fernandez","Manoj Bajpayee"
"tt10230994","movie","Beckett","Beckett",0,2021,110,"Action","5.7","Ferdinando Cito Filomarino","John David Washington","Boyd Holbrook"
"tt10272386","movie","The Father","The Father",0,2020,97,"Drama","8.2","Florian Zeller","Anthony Hopkins","Olivia Colman"
"tt10275534","movie","To Catch a Killer","Misanthrope",0,2023,119,"Action","6.6","Damián Szifron","Shailene Woodley","Ben Mendelsohn"
"tt10276470","movie","Work It","Work It",0,2020,93,"Comedy","6.1","Laura Terruso","Keiynan Lonsdale","Liza Koshy"
"tt10276482","movie","Love Again","Love Again",0,2023,104,"Comedy","5.9","Jim Strouse","Priyanka Chopra Jonas","Sam Heughan"
"tt10280276","movie","Coolie No. 1","Coolie No.1",0,2020,134,"Action","4.2","David Dhawan","Varun Dhawan","Varun Dhawan"
"tt10280296","movie","Sardar Udham","Sardar Udham",0,2021,164,"Biography","8.4","Shoojit Sircar","Vicky Kaushal","Shaun Scott"
"tt10304142","movie","Amsterdam","Amsterdam",0,2022,134,"Comedy","6.1","David O. Russell","Christian Bale","Margot Robbie"
"tt10308928","movie","Force of Nature","Force of Nature",0,2020,91,"Action","4.6","Michael Polish","Emile Hirsch","Mel Gibson"
"tt10309902","movie","Chehre","Chehre",0,2021,139,"Drama","6.2","Rumi Jaffery","Amitabh Bachchan","Emraan Hashmi"
"tt10309906","movie","Shubh Mangal Zyada Saavdhan","Shubh Mangal Zyada Saavdhan",0,2020,117,"Comedy","5.8","Hitesh Kewalya","Ayushmann Khurrana","Jitendra Kumar"
"tt10310140","movie","Fatman","Fatman",0,2020,100,"Action","5.9","Eshom Nelms","Mel Gibson","Walton Goggins"
"tt10314450","movie","Becky","Becky",0,2020,93,"Action","6","Jonathan Milott","Lulu Wilson","Kevin James"
"tt10327252","movie","The Forever Purge","The Forever Purge",0,2021,103,"Action","5.4","Everardo Gout","Ana de la Reguera","Tenoch Huerta"
"tt10329614","movie","Censor","Censor",0,2021,84,"Horror","6","Prano Bailey-Bond","Niamh Algar","Michael Smiley"
"tt10332588","movie","Finding 'Ohana","Finding 'Ohana",0,2021,123,"Action","6.1","Jude Weng","Kea Peahu","Alex Aiono"
"tt10333426","movie","Bliss","Bliss",0,2021,103,"Drama","5.4","Mike Cahill","Owen Wilson","Salma Hayek"
"tt10333912","movie","Gulabo Sitabo","Gulabo Sitabo",0,2020,124,"Comedy","6.3","Shoojit Sircar","Amitabh Bachchan","Ayushmann Khurrana"
"tt10362466","movie","After We Collided","After We Collided",0,2020,105,"Drama","5.1","Roger Kumble","Josephine Langford","Hero Fiennes Tiffin"
"tt10393870","movie","Jayeshbhai Jordaar","Jayeshbhai Jordaar",0,2022,121,"Comedy","6","Divyang Thakkar","Pratik Nanda","Ranveer Singh"
"tt10451852","movie","Nine Days","Nine Days",0,2020,124,"Drama","6.8","Edson Oda","Winston Duke","Zazie Beetz"
"tt10451914","movie","Outside the Wire","Outside the Wire",0,2021,114,"Action","5.4","Mikael Håfström","Anthony Mackie","Damson Idris"
"tt10456740","movie","Lost Bullet","Balle perdue",0,2020,92,"Action","6.3","Guillaume Pierret","Alban Lenoir","Nicolas Duvauchelle"
"tt10457128","movie","Summer of 85","Été 85",0,2020,101,"Drama","6.9","François Ozon","Félix Lefebvre","Benjamin Voisin"
"tt10514222","movie","Ma Rainey's Black Bottom","Ma Rainey's Black Bottom",0,2020,94,"Drama","6.9","George C. Wolfe","Viola Davis","Chadwick Boseman"
"tt10515086","movie","The Blue Elephant 2","The Blue Elephant 2",0,2019,130,"Crime","8","Marwan Hamed","Karim Abdel Aziz","Nilli Karim"
"tt10515526","movie","Lootcase","Lootcase",0,2020,132,"Comedy","7.5","Rajesh A Krishnan","Kunal Kemmu","Rasika Dugal"
"tt10515988","movie","Paranormal Activity: Next of Kin","Paranormal Activity: Next of Kin",0,2021,98,"Horror","5.3","William Eubank","Emily Bader","Roland Buck III"
"tt10554232","movie","Dara of Jasenovac","Dara iz Jasenovca",0,2020,130,"Drama","8.1","Predrag Antonijevic","Biljana Cekic","Zlatan Vidovic"
"tt10598156","movie","Dhaakad","Dhaakad",0,2022,135,"Action","3.8","Razneesh Ghai","Kangana Ranaut","Saswata Chatterjee"
"tt10600398","movie","We Can Be Heroes","We Can Be Heroes",0,2020,100,"Action","4.7","Robert Rodriguez","YaYa Gosselin","Pedro Pascal"
"tt10644708","movie","Dhokha","Dhokha: Round D Corner",0,2022,122,"Crime","6.2","Kookie Gulati","Madhavan","Khushali Kumar"
"tt10648342","movie","Thor: Love and Thunder","Thor: Love and Thunder",0,2022,118,"Action","6.2","Taika Waititi","Chris Hemsworth","Natalie Portman"
"tt10648714","movie","Chernobyl: Abyss","Chernobyl",0,2021,136,"Drama","5.2","Danila Kozlovskiy","Danila Kozlovskiy","Oksana Akinshina"
"tt10682266","movie","Hubie Halloween","Hubie Halloween",0,2020,103,"Comedy","5.2","Steven Brill","Adam Sandler","Kevin James"
"tt10687116","movie","Entergalactic","Entergalactic",0,2022,93,"Animation","7.3","Fletcher Moules","Kid Cudi","Jessica Williams"
"tt10687506","movie","The Electrical Life of Louis Wain","The Electrical Life of Louis Wain",0,2021,111,"Biography","6.8","Will Sharpe","Benedict Cumberbatch","Claire Foy"
"tt10714856","movie","Feel the Beat","Feel the Beat",0,2020,109,"Comedy","6.3","Elissa Down","Sofia Carson","Pamela MacDonald"
"tt10720352","movie","Arthur the King","Arthur the King",0,2024,107,"Adventure","7","Simon Cellan Jones","Mark Wahlberg","Simu Liu"
"tt10739666","movie","Satyameva Jayate 2","Satyameva Jayate 2",0,2021,138,"Action","3.4","Milap Zaveri","John Abraham","John Abraham"
"tt10741542","movie","Sherni","Sherni",0,2021,131,"Action","6.8","Amit Masurkar","Vidya Balan","Vijay Raaz"
"tt10786774","movie","Sam Bahadur","Sam Bahadur",0,2023,150,"Biography","7.7","Meghna Gulzar","Vicky Kaushal","Sanya Malhotra"
"tt10855768","movie","Missing","Missing",0,2023,111,"Drama","7.1","Nicholas D. Johnson","Tim Griffin","Ava Zaria Lee"
"tt1086064","movie","Bill & Ted Face the Music","Bill & Ted Face the Music",0,2020,91,"Adventure","5.9","Dean Parisot","Keanu Reeves","Alex Winter"
"tt10888594","movie","Radhe","Radhe",0,2021,109,"Action","1.9","Prabhu Deva","Salman Khan","Disha Patani"
"tt10888708","movie","The Sleepover","The Sleepover",0,2020,100,"Action","5.7","Trish Sie","Sadie Stanley","Maxwell Simkins"
"tt10895556","movie","Rashmi Rocket","Rashmi Rocket",0,2021,129,"Drama","7.2","Akarsh Khurana","Taapsee Pannu","Priyanshu Painyuli"
"tt10895576","movie","Mimi","Mimi",0,2021,132,"Comedy","7.8","Rajesh Bhatia","Kriti Sanon","Evelyn Edwards"
"tt10930586","movie","Shikara","Shikara",0,2020,118,"Drama","3.4","Vidhu Vinod Chopra","Sadia Khateeb","Zain Khan Durrani"
"tt10993566","movie","Miami Bici","Miami Bici",0,2020,98,"Comedy","6.1","Jesús del Cerro","Matei Dima","Codin Maticiuc"
"tt10999120","movie","Spirited","Spirited",0,2022,127,"Comedy","6.6","Sean Anders","Will Ferrell","Ryan Reynolds"
"tt11003218","movie","Pig","Pig",0,2021,92,"Drama","6.9","Michael Sarnoski","Nicolas Cage","Alex Wolff"
"tt11032374","movie","Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train","Gekijô-ban Kimetsu no Yaiba Mugen Ressha-hen",0,2020,117,"Action","8.2","Haruo Sotozaki","Natsuki Hanae","Akari Kitô"
"tt11040844","movie","The Machine","The Machine",0,2023,112,"Action","5.8","Peter Atencio","Bert Kreischer","Mark Hamill"
"tt11112808","movie","Cirkus","Cirkus",0,2022,139,"Comedy","4.4","Rohit Shetty","Ranveer Singh","Ranveer Singh"
"tt11138512","movie","The Northman","The Northman",0,2022,137,"Action","7","Robert Eggers","Alexander Skarsgård","Nicole Kidman"
"tt11140488","movie","The Wolf of Snow Hollow","The Wolf of Snow Hollow",0,2020,85,"Comedy","6.2","Jim Cummings","Jim Cummings","Riki Lindhome"
"tt11142762","movie","Pagglait","Pagglait",0,2021,114,"Comedy","6.9","Umesh Bist","Sanya Malhotra","Sayani Gupta"
"tt11145118","movie","Creed III","Creed III",0,2023,116,"Action","6.7","Michael B. Jordan","Michael B. Jordan","Tessa Thompson"
"tt11161474","movie","Pieces of a Woman","Pieces of a Woman",0,2020,126,"Drama","7","Kornél Mundruczó","Vanessa Kirby","Shia LaBeouf"
"tt11169050","movie","Supernova","Supernova",0,2020,95,"Drama","6.9","Harry Macqueen","Colin Firth","Stanley Tucci"
"tt11210390","movie","Asterix & Obelix: The Middle Kingdom","Astérix & Obélix : L'empire du milieu",0,2023,112,"Adventure","5.1","Guillaume Canet","Guillaume Canet","Gilles Lellouche"
"tt11213372","movie","Stuck Apart","Azizler",0,2021,96,"Comedy","6","Durul Taylan","Engin Günaydin","Haluk Bilginer"
"tt11214590","movie","House of Gucci","House of Gucci",0,2021,158,"Biography","6.6","Ridley Scott","Lady Gaga","Adam Driver"
"tt11245972","movie","Scream","Scream",0,2022,114,"Horror","6.3","Matt Bettinelli-Olpin","Neve Campbell","Courteney Cox"
"tt11252248","movie","Dog","Dog",0,2022,101,"Comedy","6.5","Reid Carolin","Channing Tatum","Ryder McLaughlin"
"tt11252440","movie","Psycho Goreman","Psycho Goreman",0,2020,95,"Comedy","6.3","Steven Kostanski","Nita-Josée Hanna","Owen Myre"
"tt11253090","movie","Annaatthe","Annaatthe",0,2021,163,"Action","4","Siva","Rajinikanth","Keerthy Suresh"
"tt11271038","movie","Licorice Pizza","Licorice Pizza",0,2021,133,"Comedy","7.1","Paul Thomas Anderson","Alana Haim","Cooper Hoffman"
"tt11274492","movie","The Out-Laws","The Out-Laws",0,2023,95,"Action","5.4","Tyler Spindel","Adam Devine","Pierce Brosnan"
"tt11278476","movie","Rescued by Ruby","Rescued by Ruby",0,2022,90,"Biography","7.1","Katt Shea","Grant Gustin","Scott Wolf"
"tt11317142","movie","Shiva Baby","Shiva Baby",0,2020,77,"Comedy","7.1","Emma Seligman","Rachel Sennott","Danny Deferrari"
"tt11322920","movie","Ayyappanum Koshiyum","Ayyappanum Koshiyum",0,2020,177,"Action","8","Sachy","Biju Menon","Prithviraj Sukumaran"
"tt11358390","movie","Renfield","Renfield",0,2023,93,"Action","6.4","Chris McKay","Nicholas Hoult","Nicolas Cage"
"tt11388406","movie","Horse Girl","Horse Girl",0,2020,103,"Drama","6","Jeff Baena","Alison Brie","Molly Shannon"
"tt11388580","movie","Miss Americana","Miss Americana",0,2020,85,"Biography","7.4","Lana Wilson","Taylor Swift","Andrea Swift"
"tt11389748","movie","Mass","Mass",0,2021,111,"Drama","7.6","Fran Kranz","Jason Isaacs","Martha Plimpton"
"tt11389872","movie","Kingdom of the Planet of the Apes","Kingdom of the Planet of the Apes",0,2024,145,"Action","7.2","Wes Ball","Owen Teague","Freya Allan"
"tt11390036","movie","A Fall from Grace","A Fall from Grace",0,2020,120,"Crime","5.9","Tyler Perry","Crystal Fox","Phylicia Rashad"
"tt11394332","movie","Spree","Spree",0,2020,93,"Comedy","5.9","Eugene Kotlyarenko","Joe Keery","David Arquette"
"tt11426232","movie","Totally Killer","Totally Killer",0,2023,106,"Comedy","6.5","Nahnatchka Khan","Kiernan Shipka","Kiernan Shipka"
"tt11426572","movie","Wedding Season","Wedding Season",0,2022,98,"Comedy","6.3","Tom Dey","Pallavi Sharda","Suraj Sharma"
"tt11464826","movie","The Social Dilemma","The Social Dilemma",0,2020,94,"Documentary","7.6","Jeff Orlowski-Yang","Tristan Harris","Tristan Harris"
"tt11466222","movie","Jackass Forever","Jackass Forever",0,2022,96,"Action","6.8","Jeff Tremaine","Johnny Knoxville","Johnny Knoxville"
